Name,Year
Pyaar Hawas Dhoka,(2015)
My Pot of Gold,(2019)
SOS Talk,(2015)
Khel Mohabbat Ka,(1986)
Sangram,(1965)
Backwaters,(2022)
Kadke Kamal Ke,(2019)
"U, Bomsi N Me",(2005)
Karigar,(1958)
Hijrat,(2018)
Is She Raju?,(2019)
48 Ghante: Do Dil Do Raat,(2022)
5 Rupees,(2018)
Jeena Hai Toh Thok Daal,(2012)
Pyar Ka Tohfa,(1992)
Tamasha,(1952)
Shabistan,(1951)
Footpath Ni Rani,(1984)
Amphigori,(2013)
Hungama Bombay Ishtyle,(1978)
Contact Killer,(2020)
Jaal Saaz,(1969)
Paap Ki Sazaa,(1989)
Mmirsa,(2016)
Thoda Lutf Thoda Ishq,(2015)
Woh Mili Thi,(1988)
Chattan,
Overtime,(I) (2012)
A Thin Line,(2019)
Duniya Kya Jane,(1971)
Gauri,(1943)
Dhuaan,(2013)
Sapne Suhane,(1961)
Pyar Ki Dhun,(2002)
Ek Aur Jung,(2001)
Sargam,(1950)
Project Marathwada,(2016)
Aham Brahmasmi Hindi,(2023)
Mumtaz Mahal,(1944)
Baghban,(1938)
Basti,(2003)
Baghi,(1964)
Life Ki Toh Lag Gayi,(2012)
Rajputani,(1946)
Valentine's Night,(2012)
Aag Aur Chingari,(1994)
Chandanachi Choli Anga Anga Jali,(1975)
Anjangarh,(1948)
Sajan Tara Sambharna,(1985)
Kal: Yesterday and Tomorrow,(2005)
Do Gulab,(1983)
Zalzala,(1952)
Black Prince,(1960)
Super Police,(1994)
Krishna Bhakt Sudaama,(1968)
Sheetla Mata,(1981)
Kashmoraa,(1990)
Hotel Beautifool,(2017)
Parchhaiyaan,(2020)
Preet Ki Dori,(1971)
Hal Aur Bandook,(1989)
Sadhu Sant,(1991)
Debshishu,(1987)
Panchamirtham,(2008)
Namdev Bhau in Search of Silence,(2018)
The Reflection of Life - Mirror,(2019)
Bye Bye Miss Goodnight,(2005)
Zinda Laash,(1986)
Afghan: in Search of a Home,
Unmatta,(2019)
Dial 100,(1982)
Dinosaur World,(2015)
Bijlee,(2000)
Comali,
Inspector Kiron,(1991)
Who Is the First Wife of My Father,(2017)
Jaaye To Jaaye Kahan,(1980)
Mera Farz,(1989)
Jaan-E-Bahaar,(1979)
A Perfect Guest PG,(2017)
Sakhi Hatim,(1955)
Kabhie Tum Kabhie Hum,(2002)
Lorie,(1984)
Basanti,(II) (2000)
Mere Naina Sawan Bhadon,(1995)
Rangraas,
Hamaara Sansaar,(1978)
Ustad Pedro,(1971)
Andaz Pyaar Ka,(1986)
Parveen Bobby,(2007)
Koi Kisise Kum Nahin,(1997)
Jalladon Ka Jallad,(2004)
Indian Babu,(2003)
Be Parda,(2005)
Ebn-e-Batuta,(2014)
Ameer Aadmi Ghareeb Aadmi,(1985)
Mera Naam Johar,(1968)
Yaar Mera,(1972)
Teri Diwali Meri Christmas,(2020)
Pehla Sitara,(2012)
Chandni Bani Chudail,(2001)
The Last Letter,(II) (2021)
Yamuna Paar,(2021)
Nepotism,(2023)
Chudail: The Witch,(1998)
Sannata,(1966)
Naseebwaala,(1992)
Secret Attack,
Dharma Yuddham,(1979)
Sastra,(2000)
Samvaran,(2021)
Pagleaazam,(2020)
Main Hoon Rajinikanth,(2015)
Sanyasi Mera Naam,(1999)
Mazdoor,(1934)
Dekha Pyaar Tumhara,(1963)
Rocket Girl,(1962)
Hum Paagal Premee,(1982)
Pugree,(1948)
Jagadguru Aadi Sankaran,(1977)
Kiara,
Task,
Ek Gaon Ki Kahani,(1957)
The Great Indian Butterfly,(2007)
Mera Jiwan,(1976)
Saboot Mangta Hain Kanoon,(1994)
Shri Ram Bharat Milap,(1965)
Rahasya,(2000)
Annai Velankanni,(1971)
Mohan,(1947)
Sapnon Ka Mandir,(1991)
Jungle Lioness,(2004)
Kirket,(2019)
Baba Sathya Sai,(2017)
Dil Ki Rahen,(1973)
Madhuri,(1932)
Pyar Bana Afsana,(1968)
Maze Le Lo,(1975)
Aankhein: The Third Eye,(2004)
Kolkata Junction,(2014)
Rupa Rani Ramkali,(2001)
Aandhi Aur Toofan,(1964)
Kalkoot,(1935)
Anokha Milan,(1972)
Yeh Faasley,(2011)
Kaunn Con haii?,
Naata,(1955)
Badla Aurat Ka,(1987)
Galti Se Mistakke Ho Gayi,(2011)
Bad Luck Govind,(2009)
Apna Bana Ke Dekho,(2001)
Kritn Babu,(2023)
My Daddy Strongest,(2006)
Anar,(1991)
Ban Phool,(1945)
Bhagyawan,(1953)
Sansar,(II) (1971)
The Game Will Start Now,(2016)
Dhaar,(1992)
Bhrammm,(2020)
Siddharth: The Prisoner,(2009)
Surya IPS,(2019)
India's Daughter,(II) (2015)
Deewaangee,(1976)
Kalichaat,(2018)
Haqdaar,(1981)
Raja Bhai Lagey Raho...,
Sanam Aap Ki Khatir,(1992)
Shararat,(1959)
Itanagar 0KM,(2015)
Coffee Bloom,(2015)
Kahin Aar Kahin Paar,(1971)
Jiyo Aur Jeene Do,(1969)
Jannat E Milan,(2018)
Bekhabar,(1983)
Jogi,(1978)
Shokhiyan,(1951)
Hitlist,(2006)
Maal,(2019)
Police Secrets,(2022)
Satah Se Uthata Aadmi,(1980)
Ek Ke Baad Ek,(1960)
Nigahain,(1983)
Love Day,(2016)
Ishq Ka Manjan,(2017)
Ek Tha Gaon,(2021)
Sampark,(1979)
Chowki No.11,(1978)
Khooni Mahal,(1998)
Dam Maro Dam,(1980)
Daku Rani Talwarwali,(1987)
Luv Kush - The amazing twins,(2007)
Mudda hai Bhookh: The War,(2018)
Insaaf,(1956)
Vanilla Car,(2022)
Sant Sakhu,(1941)
Tallukh,(2020)
Main Wahan Kyon Tha,(2022)
Meri Partigya,(2002)
Ghost Story - An Abstract Film,(2020)
Rampur 0 km,
Ali the Blind Boxer,(2019)
Zaheen,(2019)
Solah Satra,(1990)
Sonchidi,(2011)
Half Dracula,(2021)
Ek Shola,(1956)
Nazneen,(1951)
Turning Point,(III) (2018)
Daku Aur Bhagwan,(1975)
Dil Ka Sauda,(2014)
Champakali,(2000)
Aasmaan,(1952)
Shamshan Ghat,(2003)
Ulta Seedha,(1985)
Lomad,
Teri Talash Mein,(1968)
Maali,(2020)
Unchi Uraan,(1984)
Jamoon,
Unlimited Nasha,(2005)
Zakhmi Haseena,(1991)
Nishana,(1980)
Daaera,(1953)
Inspector,(1957)
Sushila,(1963)
Aabshar,(1953)
Maya Jaal,(1962)
Queen of Khajuraho,(2001)
Musafir,(1986)
Chorus,(1975)
Sultana Daku,(1972)
From Sydney with Love,(2012)
Dhokebaj,(1946)
The Gunda,(2004)
Ek Masoom,(1969)
Tears in Khushi,
The Regression: How Much Can You Recall?,
Dhadke Dil Baar Baar,(2019)
3.0 Megapixel,(2015)
Dav Pech,(1989)
Midnight Mail,(1939)
Ee Nootandile Maha Rogam,(1987)
Chalti Ka Naam Zindagi,(1982)
8119 Miles,(2021)
End Counter,(2019)
Ek Ka Jawab Do,(1995)
Har Har Gange,(1979)
Udd Chale,(2019)
Kal Hamara Hai,(1981)
Bhalevadivi Basu,(2001)
Naamcheen,(1991)
Arab Ka Saudagar,(1956)
Gunehgar Kaun,(1991)
Malik,(1958)
Gang of Littles,(2016)
Aamaar Bhuvan,(2018)
Bhoot Raaj,(2000)
Main Tere Pyaar Mein Pagal,(1999)
Pyar Ki Masti,(1991)
Maa Ka Aanchal,(1970)
Patthar Ke Khwab,(1969)
Tarzan and the Circus,(1965)
Bandhan,(1956)
Tere Mere Phere,(2011)
Ek Din Bahu Ka,(1983)
Women Diaries,(2021)
Ek Hi Maqsad,(1988)
Khanna & Iyer,(2007)
Journey to Petra Global,(2011)
Garam Khoon,(1980)
Mrs. Scooter,(2015)
Khopdi: The Skull,(1999)
Maha Chor,(1976)
Bonny,(1993)
Bhakta Kuchela,(1961)
Not Your Baby,
Payback,(2010)
Ek Se Bhale Do,(1985)
PaaniLok,
Kids No.1,(2004)
Ganga Ki Kasam,(1975)
Robinhood Ke Pote,(2016)
The Right Click,(2021)
Pagli,(1974)
The Lost Tape,(2012)
Soch - A perception,
Prem Milan,(2005)
Wounded,(2007)
Sher E Watan,(1971)
Let's Talk About 'It',(2017)
Naag Mani,(1957)
Main Hoon Chalbaaz,(2003)
Do Chehere,(1977)
Pyar Ho Gaya,(1986)
Aakanksha,(1993)
Satta Apne Baap ki,(2022)
Lazarus Herofication,(2023)
Tangewala,(1972)
Armaan,(1953)
Izzat Ke Lutere,(1991)
Shankar Shambhu,(1976)
Sanam Tere Pyar Mein,(2005)
Kairee,(1999)
Chirag Kahan Roshni Kahan,(1959)
Shadi Ki Raat,(1935)
Sanghaar the Massacre,(2021)
Sooper Se Ooper,(2013)
Yeh Hai Malegaon Ka Superman,(2009)
Haseen Reshma,(2002)
M3 - Midsummer Midnight Mumbai,(2014)
Police Lock-up,(1995)
The Real Dream Girl,(2005)
Cinderella,(II) (2015)
Jeevan Ki Shatranj,(1993)
Painting Life,(2018)
Pahad,
Love Driver,(2023)
Sitara,(1955)
Kashmir Daily,(2018)
Lafange,(1975)
Veda,(I)
Bhayanak Bhootani,(2001)
Bikhare Moti,(1971)
Nagamathi,
Maahir,(1996)
Bandhan,(1940)
Choron Ka Chor,(1970)
Barkha Bahar,(1973)
Waqt Ki Pukar,(1984)
Dil Bechara Pyaar Ka Maara,(2004)
Haunted Resort 2016,(2016)
Gumsum,(1982)
Raah e ishq,
Gharwali Baharwali,(1988)
Virana,(2006)
Chandramukhi,(1960)
Looking Eyes,(1996)
Zameen Ke Tare,(1960)
Maan Maryada,(1984)
Mujhe Shakti Do,(1984)
Albela,(1971)
Darawani Haveli,(1997)
Bull BulBul Bandook,(2013)
Savdhan,(1991)
Garbh Gyan,(1981)
Kabrastan,(2000)
Jai Ho! Democracy,(2015)
Char Dham,(1997)
Vidhyaarthi: The Power of Students,(2006)
Bishwa,(2020)
Mayan,
Flying Colors,(2016)
Mr. X,(1987)
The Kasol Diaries,(2021)
Mrs & Mr Khurana,(2020)
Adventures of Aladdin,(1978)
Luv U Soniyo,(2012)
Raghav,(2014)
Sugandh,(1982)
Zindagi Ek Lamha,(2016)
Galiyon Ka Badshah,(2001)
Vo Ladki,(2023)
Prem Kaa Game,(2010)
Yeh Khula Aasmaan,(2012)
Jai Bhavani,(2000)
Morning Walk,(I) (2009)
Meri Awaaz Suno,(2023)
Kaise Kaise Rishte,(1993)
Ruk Ja Dil Deewane,
Dosti Ke Side Effects,(2019)
Bunnu K. Endo Maye,(2020)
Bidi Bakda,(I) (2021)
Aakhri Nishchay,(1988)
Devta,(1956)
Sheikh Chilli,(1942)
A Method in Multishade,(2021)
Shiv Puran,(1995)
Intercity,(2018)
"Lovesongs: Yesterday, Today & Tomorrow",(2008)
Mera Desh Mera Dharam,(1973)
Love Recipe,(2012)
Maa Ki Shakti,(1996)
Love You Krishna,(2019)
Yeh Dil Deewana Hain,(1994)
Lutaru Lalna,(1938)
Parchhaeen,(1989)
Aagaah: The Warning,(2011)
Kachchi Sadak,(2006)
Khudai Khidmatgar,(1937)
Gaal Gulabi Nain Sharabi,(1974)
1600 Meter,
Pehle Aap,(1944)
Back to Dad,(2017)
Kala Samundar,(1962)
Aayaam,(2022)
Jawab,(1970)
Tsunami 81,(2007)
Dehraadun Diary,(2013)
Mahima Shani Dev Ki,(2022)
School Master,(1959)
Meinu Ek Ladki Chaahiye,(2014)
Society,(1987)
Hai Golmaal in White House,(2015)
Ab Ye Galtiyan Na Ho,(2021)
Rakhail No 1,(2001)
Chhupa Rustam,(1965)
Ashwani,(1991)
Boichek,(2017)
Lady Killer,(1968)
ISIS,(2017)
Savera,(1958)
Mehak Sugandh,(2021)
Andha Insaaf,(1993)
Hoor-E-Arab,(1955)
Lailaa Manju,(2023)
Tales of Siva 1,(2009)
Jaana Pehchana,(2011)
Current,(1992)
Parakh,(1981)
The Mystic Father,(2023)
Melody,(1997)
Chhori Gaon Ki,(1981)
Woh Din Aayega,(1987)
Sooraj Mukhi,(1992)
Halla Gulla,(1988)
Anjuna Beach,(2012)
Mahathma,(2009)
Aaj Ka Andha Kanoon,(2003)
Dost Aur Dushman,(1971)
Dimple,(1975)
Lalach,(1983)
Hum Matwale Naujawan,(1961)
Elephant Queen,(1961)
Mumbai Mast Kallander,(2011)
Pied Piper,(2013)
Ek Ajooba,(2000)
Bhangover,(2017)
Neend Hamari Khwab Tumhare,(1966)
Mr. Murder,(1969)
Gho Gho Rani,(2019)
Street Singer,(1966)
Scary Forest,(2021)
Shabhash Daddy,(1979)
Club Dancer No.1 Gulabi Raatein,(2000)
Vikalp,(2011)
Pandavas 5,(2013)
Lighthouse,(1958)
Chehraa,(1999)
Gypsy,(1957)
Dil Aur Patthar,(1977)
Dilawar,(1966)
Been Ka Jadoo,(1963)
Ek Tho Chance,(2009)
Parichay,(1954)
Raaz Hi Raaz,(2002)
Naag Panchami,(1953)
Agent 009,(1980)
Watan,(1994)
Aji Bas Shukriya,(1958)
Meera Mathur,(2021)
Zamane Se Poocho,(1976)
Mohabbat Ki Aag,(1997)
Jawani Ki Aag,(1951)
Mahima Kashi Vishwanath Ki,(2003)
Maut Ki Sazaa,(1991)
Chai Ki Dukan,
Last Chance: The Moment I Finally Embraced the Futility of Existence,(2019)
Anjan Hai Koyee,(1969)
Kuch To Gadbad Hai,(2004)
Bhed Bhav,(1988)
108 Limited,
Amar Jyoti,(1936)
Anjali,(1957)
Vishaal,(1987)
The Adventures of Sinbad,(2013)
Ye Hai Ghar Ki Mahabharata,(1992)
Mehndi,(1958)
Muavza,(2017)
Aadha Din Aadhee Raat,(1977)
Jawab,(1955)
Black Commando,(1994)
Madam XYZ,(1959)
Chimni Ka Dhuan,(1973)
Sati Savitri,(1932)
Karwat,(1982)
Jhatka Jaroori Hai,(2021)
Duniya Hai Dilwalon Ki,(1966)
Teri Maang Sitaron Se Bhar Doon,(1982)
Kiladi Kittu,(1978)
Jai Baba Amarnath,(1983)
Horn 'OK' Pleassss,(2009)
Bank Manager,(1959)
Milap,(1955)
Pandi Durai,(1992)
Bombay Police,(1992)
Kal Hamara Hai,(2021)
Bandit Queen-2,(2013)
Sultana Daku,(1982)
Heroine No.1,(2001)
Kiss Kis Ko,(2004)
Shama Parwana,(1954)
Mahabali Bal Ganesh,(2019)
Chanchal Padosan,(2004)
Devdas,(1936)
Bezuban,(1962)
Saaya Kaali Raat Mein,(2001)
Teesra Kinara,(1986)
Tan Aggan,(1999)
Maa,(1957)
Basant,(1942)
Sheroo,(1957)
Ladki Pasand Hai,(1971)
Ek Hi Raasta,(1939)
Satyameva Jayate,(2000)
Habari,(1979)
Rehan,(2022)
Hunt,(VII)
Haunted Rooh,
Pagal Kar Diya Toone,(2019)
Naya Sansar,(1941)
Jai-Vijay,(1977)
Kameshwari,(2000)
Jaan Lada Denge,(1990)
Chandan,(1958)
Pyar Ektarfa,(2019)
Zindagi,(1940)
Patiala Dreamz,(2014)
Aaja Sanam,(1968)
Rao Saheb,(1986)
Nagin Aur Suhagan,(1979)
Jagira,(2001)
Red Signal (the Age of youth),
Lafdaa,(1999)
Balli Vs Birju,(2022)
Ye Ladki Bhi Na...,(2019)
Aao Baby Pyar Karen,(1983)
The Brave Child,
World Bhangra League,(2022)
Narakasura,
Sant Ravidas Ki Amar Kahani,(1983)
Tune Mera Dil Le Liyaa,(2000)
Bedardi Sanam,(1992)
Mera Yaar Mera Dushman,(1987)
Angoori Bani Angaara,(2015)
Naqsh-E-Sulemani,(1933)
Kaise Kaise Log,(1983)
Dharam Chakra,(1997)
White Rainbow,(2004)
Biwi Anari Saali Khiladi,(2002)
Main Tumhare Bachche ki Maa Banne Waali Hoon,(2017)
Hungama in Dubai,(2007)
Kathor,(I) (2018)
Bindya,(1960)
He - The Only One,(2010)
Chhota Bhai,(1966)
Balat,(2022)
9 Roads 2 Peace,
Mr. India,(1961)
Rescue,(II) (2019)
Naami Chor,(1977)
Maut Ki Haveli,(2001)
Al Hilal,(1958)
I Am Not Blind,(2020)
Jungle Mystery Of Murder,(2019)
Yahan Se Shehar Ko Dekho,(1983)
Bahaar,(1988)
Mumbai Can Dance Saalaa,(2015)
Fiza Mein Tapish,
Aisi Deewangi,(2009)
Shaadi Ka Laddoo,(2004)
Hunterwali Ki Beti,(1943)
Dhuntaaraa,(2015)
Aur Ek Dharmatma,(1991)
19th January,(2014)
Online Gurukul,(2017)
Wahem,(1987)
Station,(I) (2014)
Khoon Bahaa Ganga Mein,(1988)
Chupke Se,(2003)
Bhool Na Jaana,(1965)
Kya Masti Kya Dhoom,(2018)
Shehjar,(2019)
Jab Pyar Kiya to Darna Kya,(1991)
Chhaila Babu,(1967)
Khel Khel Mein,
Aankhon Mein Sapne Liye,(2005)
Main Chup Nahi Rahungi,(1985)
Jala Ke Raakh Kar Doonga,(1998)
Uske Baad,(1985)
Hamrahi,(1974)
Arpan,(1957)
Apna Khoon,(1978)
Jeene Nahin Doongi,(1985)
Tujhe Nahin Chhodunga,(1989)
Veshya Kyon,(1998)
Pagli,(1943)
Grahan,(1972)
Dangerous Husn,
Money Devo Bhava,
Putlibai,(1999)
Babloo Happy Hai,(2014)
Amanat,(1955)
Ek Gumrah,(2000)
Houseful,(2009)
Unfriends,(2019)
Tarzan 303,(1970)
Rang-E-Ishq,(2015)
The Bad Guy - Unstoppable,(2024)
Firoz Masani,
Music Meri Jaan,(2016)
Hum Phirr Milein Na Milein,(2009)
Say It Thrice,
Mera Ram Kho Gaya,(2019)
Lakshmanrekha,(1991)
Tezaab 2.0,
Mighty Khiladi Raju,(2014)
Ye Zindagi Ka Manzar,(2022)
Aaravalli,(1957)
The Destiny Samaj of Banjaraa,(2019)
Jai Mahadev,(1955)
Tere Pyaar Mein,(1978)
Priya,(II) (1970)
Sant Singaji,(1984)
Darasingh: Ironman,(1964)
Thodi si Zindagii,
Nadir Shah,(1968)
Pal Pal Dil Ke Ssaat,(2009)
Luv Kushh and the Ghost Army Global,(2012)
Dil Ke Jharoke Main,(1997)
Nai Imarat,(1981)
Jahan Sati Wahan Bhagwan,(1965)
Bengal Tiger,(2001)
Alladin II,(1936)
Haaye Dil,
Hasrat,(1986)
Aadhi Raat,(1950)
Freedom,(VIII) (2014)
Shiv Bhakat Baba Balak Nath,(1972)
Prisoner of Golconda,(1954)
Badan,(1992)
Badshah,(1954)
Bhai Aakhir Bhai Hota Hai,(1982)
Eight,(VII)
Bhooka Sher,(2001)
Panna,(1944)
Kasam Dhande Ki,(1990)
Based On a True Story,(2018)
Anjaane,(2000)
Hum Ek Hain,(1969)
Shaukeen Kaminay,(2016)
Mulzim,(1988)
Diwana Tere Dil Ka,(1997)
Dhobi Doctor,(1952)
Draupadi,(1944)
U.P. 70,
Amrita,(1999)
Mukka,(1995)
Kasam Bhawani Ki,(1981)
Shrimati Ji,(1952)
Doosri Dulhan,(1983)
Bharat Ke Shaheed,(1972)
Pita,(1991)
Khiladi No 1,(1997)
Action No.1,(2004)
The Bright Day,(II) (2013)
Ghamand,(1955)
Laat Saab,(1992)
Mere Sajna,(1975)
Mere Do Anmol Ratan,(1998)
Miss Toofan Mail,(1958)
Alingan,(2022)
Baap Ka Baap,(2003)
Staying Alive,(2012)
Khooni Hawas,(1991)
Chhota Aadmi,(1986)
Taghoot,(2016)
International Hero,(2015)
Rajdarshan,(2017)
Rani Aur Jaani,(1973)
"Chot [Aaj Isko, Kal Tereko]",(2004)
Lahu Pukarega,(1980)
Maza Aur Mauj Masti,(2005)
Miracle,(I) (2019)
Machaan,
Vajra: The Weapon,(2004)
Sabuj Dwiper Raja,(1979)
Ankush: The Command,(2005)
Fauladi Mukka,(1965)
Bombay Girls,(2001)
Mastan Dada,(1977)
Nalla,(2004)
Munnibai B.A B.Com,(2005)
Gumnaam Hai Koi,(1983)
Kiske Liye Yeh Jawani,(2002)
Wafaa,(1990)
Yeh Hai Paranormal Ishq,(2018)
Aisa Q,(2022)
Aandhiyan,(1952)
Insaaf Ka Suraj,(1990)
Pannadai,(1945)
Pret Atma,(1997)
Mehak,(I) (1985)
Dil Ki Duniya,(1949)
Meenar,(1954)
Jai Mata Vaibhav Laxmi,(2003)
Dilphire,
Majboor,(1964)
Samadhan,(1980)
Pandav Kaurav,(1933)
Kaun Haqdaar,(2005)
Chalu Aunty,(2002)
Taxi Stand,(1958)
Police Ke Peechhe Police,(1989)
Hum Tum Dushman Dushman,(2015)
Mere Saath Chal,(1986)
Men Will Be Men,(2011)
Veedevadandi Babu,(1997)
Betaab,(1952)
Bhemaa,(1984)
Mutthi Bhar Chawal,(1975)
Khunnas,(I) (2020)
Aadmi Aur Apsara,(1991)
Chal Guru Ho Jaa Shuru,(2015)
Madam Fashion,(1936)
Tarzan and Hercules,(1966)
College Fukrey,(2019)
Saali Poori Gharwali,(2000)
Adiyug,(1978)
Madh Bhare Nain,(1955)
Banno,(1987)
Dil Ki Dhadkan,(2000)
Jalan,(1978)
Warrant,(1961)
Sitamgarh,(1934)
All the Tired Horses,
Bijuka,(2012)
Jwaala Daaku,(1981)
Zulm Ka Badla,(1985)
Apradhi Kaun,(2000)
Nakhrewali,(1960)
Fyaar,(2019)
Topaz,(2022)
Dreams Tea Aur Hum,(2022)
Bhedi Trishul,(1938)
Tu Ladki Hai Badnam Gali Ki,(2003)
One More...,(2012)
Luv... Phir Kabhi,(2014)
Devil (Maupassant's Le Diable),(2019)
Insaan Aur Shaitan,(1970)
Meeradha,(2016)
Strange Love,(2016)
Cocktail: The Deadly Combination,(2007)
Cycle Kick,(2011)
Mera Saaya,(2001)
Tyaag Patra,(1978)
Ada... A Way of Life,(2010)
Road No. 303,(1960)
Days and Nights on Earth,(2017)
Deewane Pyaar Mein,(2004)
Saluun,(2009)
Ghaav: The Wound,(2002)
Pardes,(1950)
Hyderabad Ki Nazneen,(1952)
Zid,(1976)
Dunno Y3,
Viraat,(2021)
Mahananda,(1987)
Chandaal Atma,(1999)
Husn Ka Bazaar,(1991)
Paapi Farishte,(1995)
Khel Muqaddar Ka,(1981)
Paramahans Lakshminath Gosain,(2023)
Dhake Ki Malmal,(1956)
Ghar Mein Raam Gali Mein Shyam,(1996)
Sheeshe Ki Diwar,(1954)
The Tape,(II) (2017)
Maal Road Dilli,(2018)
What Happened Then... !!!,(2002)
Meethi Meethi Raten,(1991)
Main Hoon Rakshak,(2001)
Raja Abroadiya,(2018)
Ladki Sahyadri Ki,(1966)
Aagman,(1982)
Mee Sindhutai Sapkal,(2010)
Tarzan and Cobra,(1987)
Yudhpath,(1992)
Sargana,(2018)
Bhagwat Mahima,(1955)
Khawaja Ki Diwani,(1981)
Shekhar Mera Naam,(1983)
Amar Prem,(1948)
Santan,(1959)
Vicky Dada,(1989)
Iqraar,(1979)
Killer,(1992)
The Dirty Dancer,(2013)
Jeevan Sangram,(1974)
Stranger on Whatsap,
Jeene Ki Sazaa,(1991)
Zakhmon Ke Nishan,(1980)
Khushboo,(1954)
Aankh Micholi,(1972)
Swarg Aashram,(2003)
Strawberry Point,(2019)
Identity,(III) (2019)
Sindoor Bane Jwala,(1982)
Woh pehli baar,(2021)
Jeena Nahin Bin Tere,(1995)
Maain Bhi Ladki Hun,(1964)
Jamuna Tudu,
Ramu Ustad,(1971)
Aag Aur Angaray,(1990)
Anadi Khiladi,(1986)
Salam E Mohabbat,(1983)
Pancha Thanthram,(1974)
Police,(I) (1958)
Death Slayer 2,(2022)
Mr. Yamraj,(2004)
Dulhan Bani Daayan,(1999)
Game Over,(V) (2013)
Dihadi,(2021)
Aag Ka Dariya,(1990)
Roop Basant,(1955)
Awara Badal,(1964)
Andheri Raat,(1991)
Sampoorna Devi Darshan,(1971)
Jism Aur Jaan,(1991)
Netaji Subhash Chandra Bose,(1966)
Kuch Log,(2011)
3 Nights 4 Days,(2009)
Ishq Samandar,(2016)
Motu Patlu: King of Kings,(2016)
Nache Nagin Gali Gali,(1989)
Ishq Qayamat,(2004)
Unns: Love... Forever,(2006)
Majboor,(I) (1948)
Gori,(1992)
Runway: Love Among Gun Shots...,(2009)
Yeh Dil Kisko Doon,(1963)
Naya Sansar,(1959)
Stand By,(2011)
Shahenshah Babar,(1944)
Yeh Metro Zindagi,(2013)
Sati Anusuya,(1974)
Kaal Bhairav,(1985)
Chakori,(1949)
My Cornerstone,(2013)
Chattan Singh,(1974)
Lal Haveli,(1944)
Ilzam,(1954)
A Star Has Fallen,(2022)
Kaisay Kahein...,(2007)
Ek Nazar,(1951)
Awesome Mausam,(2016)
Victor's History,(2017)
L.A.C.,(2021)
Don Bhaisahab,(2022)
Maa Bahen Aur Biwi,(1974)
Mujhe Vachan Do,(1983)
Ek Din Ka Badshah,(1964)
Meri Pyaari Bahania Banegi Dulhania,(2001)
Yari Dosti,(1989)
School Master,(1958)
Ghar Pardes,(2009)
Chaar Cutting,(2015)
Teen Sardar,(1965)
Naya Aadmi,(1956)
Thi Reeta,(1971)
Chatayi Kahan Bhichayun,(2015)
Chandan,(1971)
Taabeer,
Maa Ka Laadla,(2019)
Chaalu Mera Naam,(1977)
Dude Nude,(2022)
Chalbaaz,(1969)
Captain Barry,(1984)
ARK: The Rise of Abhay Raj Khanna,
Coffee House,(2009)
Kuch Der Aur,(2018)
Morchha,(1980)
Veergatha,(2016)
Pinjre Ki Titliyaan,
Kora Badan,(1974)
Just Like That,(2019)
Zakir Khan Live,(2017)
Mayurpankh,(1954)
Kothewali,(2000)
The Future Is Dark,
Mumbai Ka Gunda,(2004)
Pakshiraj,(1959)
Daag: The Burning Fire,(2002)
President,(1937)
13 Tribute of Love,(2020)
Royal Utsav,(2009)
Nagin Aur Lootere,(1992)
Garma Garam,(2005)
NaPaak,(2023)
Raj Hath,(1956)
Amar Rahe Ye Pyar,(1961)
Azad,(1940)
Jo Dar Gaya Samjho Mar Gaya,(2002)
Sali Gharwali Aur Bahar Wali,(2001)
42 Kms.,(2009)
Vidhaan,(1986)
Phir Aaya Satte Pe Satta,(2017)
Khooni Tantrik,(2001)
Kabli Khan,(1963)
My Dear Wife,(2018)
Shola Aur Barood,(2001)
Rani Aur Maharani,(1993)
Woman from the East,(2013)
Andaz Tera Mera,(2022)
Mangni,(1992)
Shazadi,(1992)
Chand,(1959)
Do Sitare,(1951)
Zehreeli,(1977)
The Bhai,(2012)
Chhote Nawab Bade Nawab,(1998)
Rana,
Ganga Dacait,(2000)
Gangs of Gamebaaz,
C.I.D. 909,(1967)
Bewafa Biwi,(1999)
City of Dark,(2016)
Ganga Ke Paar,(1985)
Sadiyaan: Boundaries Divide... Love Unites,(2010)
Anjaane Rishte,(1989)
Bipasha: The Black Beauty,(2006)
Twinkle Twinkle Little Star,(2005)
Money Back Guarantee,(II) (2016)
Chamatkaar,(1978)
Three Lights and Four Streets,(1953)
Swayam,(1991)
Inspector Gullu,(2018)
Sati Ansuya,(1956)
Bhaai Ki Shaadi,
A Separate Sky,(2021)
Chhoo Mantar,(1956)
"Kya rakha hai naam mein, main nahin jaanta magar, mera naam ullhas hai, mera parivar aur mere jaanane wale muze isi naam se jaante hain",(2022)
Rustom-E-Baghdad,(1963)
Samay Bada Balwan,(1969)
Inteqam Ke Sholay,(1995)
Ali Baba,(1976)
Devi Durga Shakti,(2001)
THE TRAP,(2017)
Hum Panchhi Ek Daal Ke,(1957)
Dial 100,(2001)
Aarambh,(1976)
The Story of Shanti,(2021)
Sasta Khoon Mehnga Pyar,(1970)
Shiksha,(II) (2018)
Pyara Sangam,(1994)
Jaana... Let's Fall in Love,(2006)
Maqaar,(1986)
Bazar,(1949)
Nawab Sahib,(1978)
Nautanki,(2022)
Shaadi Aur Barbadi,(1991)
Sisters: A Secret Unveiled,
Uljhan: The Topper Blues,(2021)
Its Life Yaar Hota Hai,(2021)
Jagir,(1959)
Mit Jayenge Mitane Wale,(1987)
